Job ID,Dataset,Preserve order,Parallelism,Num cpus,Batch size map_batches(),Dataset size (bytes),Num records dataset,Num blocks dataset,Total time,Throughput (img/sec),Total time w/o metadata fetching,Throughput w/o metadata fetching (img/sec)
01000000,2024-01-08_11h01m57s,False,-1,1.0,default,1066949552,1772,16,11.419702768325806,155.1704134467403,9.944966554641724,178.18058917180923
02000000,2024-01-08_11h01m57s,True,-1,1.0,default,1066949552,1772,16,13.942041397094728,127.09759995184444,11.09592604637146,159.69825254733664
03000000,2024-01-08_11h01m57s,False,-1,1.0,,1066949552,1772,16,13.214355945587158,134.09658460060984,10.594230890274048,167.2608439775247
04000000,2024-01-08_11h01m57s,True,-1,1.0,,1066949552,1772,16,13.08137345314026,135.4597822887337,10.87643575668335,162.92101931564684
05000000,2024-01-08_11h01m57s,False,-1,1.0,8,1066949552,1772,16,12.278721332550049,144.31470118167348,10.126985549926758,174.97803184016746
06000000,2024-01-08_11h01m57s,True,-1,1.0,8,1066949552,1772,16,12.610241174697876,140.52070657898855,10.174340724945068,174.1636188431823
07000000,2024-01-08_11h01m57s,False,-1,1.0,64,1066949552,1772,16,12.32797074317932,143.73817369581218,10.17654514312744,174.125891948378
08000000,2024-01-08_11h01m57s,True,-1,1.0,64,1066949552,1772,16,12.906489610671995,137.29527187119766,10.503527641296388,168.70522556946332
09000000,2024-01-08_11h01m57s,False,-1,1.0,128,1066949552,1772,16,13.007686614990234,136.22714418395682,10.542739152908323,168.07776179411354
0a000000,2024-01-08_11h01m57s,True,-1,1.0,128,1066949552,1772,16,12.816955327987673,138.25436343142917,10.558741331100464,167.82303348796185
0b000000,2024-01-08_11h01m57s,False,-1,1.0,512,1066949552,1772,8,15.911399602890016,111.3666958422783,13.433454513549805,131.9094800382621
0c000000,2024-01-08_11h01m57s,True,-1,1.0,512,1066949552,1772,8,11.112833738327026,159.45527861975955,9.083933353424072,195.06968303901823
0d000000,2024-01-08_11h01m57s,False,-1,1.0,1024,1066949552,1772,7,22.337527751922607,79.3283849349659,20.891058921813965,84.82097564473949
0e000000,2024-01-08_11h01m57s,True,-1,1.0,1024,1066949552,1772,7,14.383043766021729,123.200626294842,13.309949398040771,133.13348886666984
0f000000,2024-01-08_11h01m57s,False,-1,2.0,default,1066949552,1772,16,9.845646858215332,179.97801724133757,8.662616729736328,204.55712809239523
10000000,2024-01-08_11h01m57s,True,-1,2.0,default,1066949552,1772,16,9.2101731300354,192.39594902090505,7.911823749542236,223.9685887975607
11000000,2024-01-08_11h01m57s,False,-1,2.0,,1066949552,1772,16,9.968340396881104,177.7627899378741,8.659948587417603,204.62015243076755
12000000,2024-01-08_11h01m57s,True,-1,2.0,,1066949552,1772,16,10.074343919754028,175.89234734436826,8.721823692321777,203.16851870784467
13000000,2024-01-08_11h01m57s,False,-1,2.0,8,1066949552,1772,16,9.71876335144043,182.32772379804567,8.501035690307617,208.44519003964783
14000000,2024-01-08_11h01m57s,True,-1,2.0,8,1066949552,1772,16,9.67781925201416,183.0991005159772,8.22230863571167,215.5112485444457
15000000,2024-01-08_11h01m57s,False,-1,2.0,64,1066949552,1772,16,9.47155475616455,187.08649694990103,8.23580527305603,215.15807395267257
16000000,2024-01-08_11h01m57s,True,-1,2.0,64,1066949552,1772,16,9.67566418647766,183.1398822704574,8.335399389266968,212.5872939311949
17000000,2024-01-08_11h01m57s,False,-1,2.0,128,1066949552,1772,16,9.497928142547607,186.56700423558905,8.13147258758545,217.91870794785223
